interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
58-42-71-45,0015-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,22,SON/DAUGHTER,3,YES,31,YES,NO,2,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,8,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0015-001
58-42-71-45,0015-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,4,YES,31,YES,NO,2,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0015-001
58-42-71-45,0015-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,5,NO,14,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0015-001
58-42-71-45,0015-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,SON/DAUGHTER,6,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0015-001
58-42-71-45,0015-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,7,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0015-001
58-42-71-45,0015-001-001,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,OTHER NON-RELATIVE (SPECIFY),8,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,3,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0015-001
58-42-71-45,0015-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,GRANDCHILD,9,YES,31,YES,NO,8,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,3,,,MOTHER IS A MEMBER OF HOUSEHOLD,8,,,NO,,,,,,,,,,,,,,,,,,,,0015-001
89-06-03-18,0016-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,55,HEAD,1,YES,31,YES,YES,,0,NO JOB,DEAD,,28,SOME PRIMARY,DEAD,,51,NO SCHOOL,YES,DIVORCED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0016-001
73-26-58-64,0016-001-002,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,22,HEAD,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,4,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0016-001
73-26-58-64,0016-001-002,2,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,SISTER/BROTHER,3,NO,0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016-001
73-26-58-64,0016-001-002,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SISTER/BROTHER,4,NO,0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016-001
73-26-58-64,0016-001-002,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,SPOUSE,NOT PREVIOUSLY PRESENT,YES,29,YES,NO,1,3,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0016-001
73-26-58-64,0016-001-002,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016-001
56-32-76-33,0017-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,8,MOROGORO,KILOSA,BETTER SERVICES/HOUSING,MOROGORO,KILOSA,0017-001
56-32-76-33,0017-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,29,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,7,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0017-001
56-32-76-33,0017-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,STEP SON/DAUGHTER,3,YES,30,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0017-001
56-32-76-33,0017-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0017-001
56-32-76-33,0017-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0017-001
82-18-18-76,0017-002-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,SPOUSE,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,6,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,3,,,,NO,,2,MOROGORO,MOROGORO URBAN,BETTER SERVICES/HOUSING,MOROGORO,KILOSA,0017-002
82-18-18-76,0017-002-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,34,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,12,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,5,DODOMA,KONGWA,BETTER SERVICES/HOUSING,KAGERA,KARAGWE,0017-002
82-18-18-76,0017-002-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,2,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,3,,,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,NO,,,,,,,,,,,,,,,,,,,,0017-002
82-18-18-76,0017-002-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,1,7,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,3,,,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0017-002
39-47-88-39,0018-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,41,HEAD,1,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,28,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,16,DODOMA,MPWAPWA,BETTER SERVICES/HOUSING,DODOMA,MPWAPWA,0018-001
39-47-88-39,0018-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0018-001
39-47-88-39,0018-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,3,NO,0,YES,NO,1,3,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0018-001
39-47-88-39,0018-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,5,YES,30,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0018-001
39-47-88-39,0018-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,SON/DAUGHTER,6,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0018-001
39-47-88-39,0018-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0018-001
40-73-12-41,0020-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,39,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0020-001
40-73-12-41,0020-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,17,NO SCHOOL,DEAD,,19,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,15,MOROGORO,KILOSA,MARRIAGE,MOROGORO,KILOSA,0020-001
40-73-12-41,0020-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,3,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,15,MOROGORO,KILOSA,OTHER FAMILY REASONS,MOROGORO,KILOSA,0020-001
40-73-12-41,0020-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0020-001
40-73-12-41,0020-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,5,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0020-001
40-73-12-41,0020-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,6,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0020-001
40-73-12-41,0020-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0020-001
91-29-35-18,0021-001-002,2,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,HEAD,2,YES,28,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,23,COMPLETED PRIMARY,DEAD,,17,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,5,,,,NO,,17,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0021-001
91-29-35-18,0021-001-002,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,SISTER/BROTHER,3,YES,24,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,20,COMPLETED PRIMARY,DEAD,,15,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,17,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0021-001
91-29-35-18,0021-001-002,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SISTER/BROTHER,4,YES,28,YES,NO,2,0,STUDENT,DEAD,,10,COMPLETED PRIMARY,DEAD,,6,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0021-001
91-29-35-18,0021-001-002,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,26,SPOUSE,NOT PREVIOUSLY PRESENT,YES,28,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,19,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0021-001
91-29-35-18,0021-001-002,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,28,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,2,,,MOTHER IS A MEMBER OF HOUSEHOLD,5,,,NO,,,,,,,,,,,,,,,,,,,,0021-001
91-29-35-18,0021-001-002,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,NO,14,YES,NO,3,4,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0021-001
52-25-14-40,0023-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,34,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,6,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,ARUSHA,MONDULI,0023-001
52-25-14-40,0023-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,SPOUSE,2,NO,14,YES,NO,1,7,EMPLOYED: PRIVATE SECTOR,DEAD,,26,MORE THAN SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,MORE THAN SECONDARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,6,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,DAR ES SALAAM,ILALA,0023-001
52-25-14-40,0023-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,3,NO,14,YES,NO,1,7,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0023-001
52-25-14-40,0023-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,0,YES,NO,1,7,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0023-001
96-43-78-97,0024-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,54,HEAD,1,YES,28,YES,YES,,1,AGRICULTURE/LIVESTOCK,DEAD,,48,SOME PRIMARY,DEAD,,53,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,17,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,KILIMANJARO,MOSHI RURAL,0024-001
96-43-78-97,0024-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,48,SPOUSE,2,YES,28,YES,YES,,0,EMPLOYED: GOVERMENT,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,17,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,KILIMANJARO,MOSHI RURAL,0024-001
96-43-78-97,0024-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,SON/DAUGHTER,3,NO,18,YES,NO,5,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,15,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0024-001
96-43-78-97,0024-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,4,YES,28,YES,YES,,4,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0024-001
96-43-78-97,0024-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,5,YES,28,YES,YES,,7,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0024-001
96-43-78-97,0024-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,6,NO,0,YES,NO,5,8,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0024-001
96-43-78-97,0024-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,OTHER RELATIVE (SPECIFY),7,YES,28,YES,YES,,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED SECONDARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,3,KILIMANJARO,MOSHI RURAL,SCHOOL/STUDIES,KILIMANJARO,MOSHI RURAL,0024-001
06-46-18-18,0026-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,34,HEAD,1,YES,28,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,25,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,2,ARUSHA,MERU,BETTER SERVICES/HOUSING,ARUSHA,MONDULI,0026-001
06-46-18-18,0026-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,26,SPOUSE,2,NO,21,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,2,ARUSHA,MERU,BETTER SERVICES/HOUSING,KILIMANJARO,MOSHI RURAL,0026-001
06-46-18-18,0026-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,3,NO,0,YES,YES,,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0026-001
06-46-18-18,0026-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,4,NO,8,YES,NO,2,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0026-001
73-00-55-05,0028-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,49,HEAD,1,YES,28,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,25,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,15,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,KILIMANJARO,SAME,0028-001
73-00-55-05,0028-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,48,SPOUSE,2,YES,28,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,37,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,15,ARUSHA,ARUSHA URBAN,BETTER SERVICES/HOUSING,KILIMANJARO,SAME,0028-001
73-00-55-05,0028-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,22,SON/DAUGHTER,4,NO,0,YES,NO,2,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,15,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0028-001
73-00-55-05,0028-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,5,NO,0,YES,NO,2,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,15,ARUSHA,ARUSHA URBAN,OTHER FAMILY REASONS,ARUSHA,ARUSHA URBAN,0028-001
73-00-55-05,0028-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,SON/DAUGHTER,6,YES,28,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0028-001
38-25-71-90,0029-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,49,HEAD,1,YES,28,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,POLYGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,RELIGIOUS,,,YES,2,,,,YES,1,LIVED HERE SINCE BIRTH,,,,,,0029-001
